                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    314,                 1.2322,                 1.2992,                  1.216,                0.86151,                0.73343,                0.81406,                 0.5593,                 1.2297,                  1.263,                 1.2869,               0.003114,               0.003114,               0.003114
                    315,                  1.231,                 1.2967,                 1.2156,                0.85695,                0.73564,                0.81383,                0.55917,                 1.2295,                 1.2621,                 1.2868,               0.003092,               0.003092,               0.003092
                    316,                 1.2292,                 1.2929,                 1.2159,                0.86502,                0.73119,                 0.8138,                0.55803,                 1.2296,                 1.2623,                  1.288,                0.00307,                0.00307,                0.00307
                    317,                 1.2265,                 1.2827,                 1.2131,                0.86302,                0.73603,                0.81516,                0.55737,                 1.2293,                 1.2627,                 1.2878,               0.003048,               0.003048,               0.003048
                    318,                 1.2314,                 1.2971,                 1.2192,                0.85431,                0.73864,                0.81343,                0.55681,                 1.2288,                 1.2616,                 1.2865,               0.003026,               0.003026,               0.003026
                    319,                 1.2262,                 1.2906,                  1.214,                0.85838,                0.73405,                0.81356,                0.55736,                  1.228,                 1.2595,                  1.285,               0.003004,               0.003004,               0.003004
                    320,                 1.2364,                 1.3001,                 1.2166,                0.85079,                0.73974,                0.81363,                0.55767,                 1.2278,                 1.2592,                 1.2856,               0.002982,               0.002982,               0.002982
                    321,                 1.2251,                 1.2877,                 1.2111,                0.84909,                0.73924,                  0.813,                0.55782,                  1.228,                 1.2612,                  1.286,                0.00296,                0.00296,                0.00296
                    322,                 1.2262,                 1.2865,                 1.2115,                0.84748,                0.74342,                0.81344,                0.55722,                 1.2274,                 1.2608,                 1.2855,               0.002938,               0.002938,               0.002938
                    323,                 1.2258,                 1.2709,                 1.2111,                0.85077,                0.74121,                0.81367,                0.55803,                 1.2267,                  1.262,                 1.2857,               0.002916,               0.002916,               0.002916
                    324,                 1.2172,                 1.2748,                 1.2082,                0.84735,                0.74123,                0.81454,                0.55944,                 1.2267,                 1.2624,                 1.2866,               0.002894,               0.002894,               0.002894
                    325,                 1.2188,                 1.2801,                 1.2193,                0.84285,                0.74528,                0.81563,                0.55991,                 1.2269,                  1.262,                 1.2862,               0.002872,               0.002872,               0.002872
                    326,                 1.2225,                 1.2933,                 1.2154,                0.84327,                0.74975,                0.81647,                0.56103,                 1.2255,                  1.259,                  1.285,                0.00285,                0.00285,                0.00285
                    327,                  1.215,                 1.2706,                 1.2136,                0.84103,                0.74999,                0.81648,                0.56126,                 1.2244,                 1.2578,                 1.2851,               0.002828,               0.002828,               0.002828
                    328,                 1.2233,                 1.2782,                  1.211,                0.83783,                0.75112,                0.81646,                0.56056,                 1.2251,                 1.2578,                 1.2852,               0.002806,               0.002806,               0.002806
                    329,                 1.2283,                 1.2921,                 1.2161,                0.84046,                0.74832,                 0.8163,                0.56095,                 1.2261,                 1.2572,                 1.2852,               0.002784,               0.002784,               0.002784
                    330,                 1.2396,                 1.3126,                 1.2215,                0.83581,                0.75202,                0.81673,                0.56173,                  1.227,                 1.2564,                 1.2857,               0.002762,               0.002762,               0.002762
                    331,                 1.2321,                 1.2849,                 1.2101,                0.83471,                0.75124,                 0.8162,                0.56092,                 1.2275,                  1.258,                 1.2859,                0.00274,                0.00274,                0.00274
                    332,                 1.2248,                 1.2911,                 1.2096,                0.83792,                0.74922,                0.81653,                0.56092,                 1.2264,                 1.2568,                 1.2853,               0.002718,               0.002718,               0.002718
                    333,                 1.2192,                   1.26,                 1.2136,                0.83276,                0.75446,                0.81612,                0.56138,                 1.2258,                 1.2559,                 1.2847,               0.002696,               0.002696,               0.002696
                    334,                 1.2177,                 1.2677,                 1.2065,                0.83054,                0.75346,                0.81607,                0.56096,                 1.2258,                 1.2556,                 1.2842,               0.002674,               0.002674,               0.002674
                    335,                 1.2078,                 1.2482,                 1.2057,                0.83637,                0.74953,                0.81607,                 0.5604,                 1.2262,                 1.2557,                 1.2845,               0.002652,               0.002652,               0.002652
                    336,                 1.2179,                 1.2689,                 1.2108,                0.83729,                0.74876,                0.81561,                0.56034,                 1.2257,                  1.254,                 1.2842,                0.00263,                0.00263,                0.00263
                    337,                 1.2252,                 1.2823,                 1.2102,                0.83449,                 0.7514,                0.81579,                0.56026,                 1.2249,                 1.2536,                 1.2836,               0.002608,               0.002608,               0.002608
                    338,                 1.2116,                 1.2626,                 1.2056,                0.84194,                0.74498,                0.81646,                0.56052,                 1.2233,                 1.2522,                  1.283,               0.002586,               0.002586,               0.002586
                    339,                 1.2225,                 1.2846,                 1.2098,                0.83898,                 0.7471,                0.81629,                0.56044,                 1.2243,                 1.2525,                  1.284,               0.002564,               0.002564,               0.002564
                    340,                 1.2256,                 1.2808,                 1.2098,                0.83924,                0.74741,                 0.8163,                0.56075,                 1.2249,                 1.2517,                 1.2844,               0.002542,               0.002542,               0.002542
                    341,                 1.2244,                 1.2938,                 1.2102,                0.84604,                0.74393,                0.81632,                0.56104,                 1.2257,                 1.2518,                 1.2852,                0.00252,                0.00252,                0.00252
                    342,                 1.2174,                 1.2641,                  1.204,                0.84315,                 0.7453,                 0.8166,                0.56079,                 1.2256,                 1.2517,                 1.2847,               0.002498,               0.002498,               0.002498
                    343,                 1.2135,                   1.27,                 1.2045,                0.84082,                0.74488,                0.81633,                0.56121,                 1.2243,                  1.251,                 1.2842,               0.002476,               0.002476,               0.002476
                    344,                 1.2275,                 1.2912,                 1.2101,                0.83515,                0.74948,                0.81584,                0.56126,                 1.2246,                 1.2515,                 1.2842,               0.002454,               0.002454,               0.002454
                    345,                 1.2246,                 1.2814,                 1.2115,                0.82677,                0.75342,                0.81574,                0.56135,                 1.2248,                 1.2517,                 1.2843,               0.002432,               0.002432,               0.002432
                    346,                 1.2135,                 1.2578,                  1.211,                0.83087,                0.75117,                0.81566,                0.56075,                 1.2243,                 1.2519,                 1.2837,                0.00241,                0.00241,                0.00241
                    347,                 1.2151,                 1.2678,                 1.2015,                0.83376,                 0.7492,                0.81549,                0.56134,                 1.2248,                 1.2531,                 1.2842,               0.002388,               0.002388,               0.002388
                    348,                 1.2113,                 1.2775,                 1.2089,                0.83488,                 0.7471,                0.81529,                0.56132,                 1.2249,                 1.2516,                 1.2841,               0.002366,               0.002366,               0.002366
                    349,                 1.2188,                 1.2611,                 1.2107,                0.84317,                0.74429,                 0.8162,                0.56184,                 1.2246,                 1.2504,                 1.2839,               0.002344,               0.002344,               0.002344
                    350,                 1.2125,                 1.2528,                 1.2012,                 0.8382,                 0.7473,                0.81621,                0.56179,                 1.2248,                 1.2512,                  1.284,               0.002322,               0.002322,               0.002322
                    351,                 1.2206,                 1.2787,                 1.2097,                0.82717,                0.75438,                0.81637,                0.56216,                 1.2245,                 1.2512,                 1.2841,                 0.0023,                 0.0023,                 0.0023
                    352,                 1.2089,                 1.2584,                 1.2062,                0.83008,                 0.7535,                 0.8168,                 0.5619,                  1.225,                 1.2518,                 1.2844,               0.002278,               0.002278,               0.002278
                    353,                  1.212,                 1.2617,                 1.2031,                0.83014,                0.75328,                0.81658,                0.56137,                 1.2249,                 1.2517,                 1.2843,               0.002256,               0.002256,               0.002256
                    354,                 1.2196,                 1.2751,                 1.2084,                0.82883,                0.75092,                0.81634,                0.56121,                 1.2254,                 1.2529,                 1.2844,               0.002234,               0.002234,               0.002234
                    355,                 1.2105,                 1.2591,                 1.2045,                0.83146,                0.74977,                0.81612,                0.56081,                 1.2264,                 1.2528,                 1.2849,               0.002212,               0.002212,               0.002212
                    356,                 1.2093,                 1.2676,                  1.205,                0.82704,                0.75624,                0.81609,                0.56046,                 1.2257,                 1.2522,                 1.2844,                0.00219,                0.00219,                0.00219
                    357,                 1.2098,                 1.2514,                 1.2012,                0.84453,                0.74496,                0.81578,                0.56109,                 1.2261,                 1.2518,                 1.2844,               0.002168,               0.002168,               0.002168
                    358,                 1.2188,                 1.2796,                 1.2125,                0.84142,                0.74696,                0.81574,                0.56056,                 1.2256,                 1.2519,                 1.2836,               0.002146,               0.002146,               0.002146
                    359,                 1.2137,                 1.2644,                 1.2035,                 0.8367,                 0.7507,                0.81617,                0.56074,                 1.2255,                 1.2507,                 1.2834,               0.002124,               0.002124,               0.002124
                    360,                 1.2138,                 1.2644,                 1.2038,                0.83695,                0.75232,                0.81657,                0.56127,                 1.2252,                 1.2503,                 1.2834,               0.002102,               0.002102,               0.002102
                    361,                 1.2094,                 1.2686,                 1.2101,                0.83812,                0.75434,                0.81664,                0.56139,                 1.2253,                 1.2502,                 1.2831,                0.00208,                0.00208,                0.00208
                    362,                  1.203,                 1.2547,                 1.2015,                0.84697,                0.74661,                0.81698,                0.56127,                 1.2248,                 1.2493,                 1.2822,               0.002058,               0.002058,               0.002058
                    363,                 1.2119,                 1.2642,                 1.2035,                0.85069,                0.74445,                0.81655,                0.56115,                 1.2246,                 1.2491,                 1.2819,               0.002036,               0.002036,               0.002036
                    364,                 1.2122,                 1.2635,                 1.2019,                0.85216,                0.74383,                0.81601,                0.56131,                 1.2247,                 1.2487,                 1.2818,               0.002014,               0.002014,               0.002014
                    365,                 1.2105,                 1.2457,                 1.2069,                0.85237,                 0.7436,                0.81609,                0.56169,                  1.225,                  1.249,                  1.282,               0.001992,               0.001992,               0.001992
                    366,                 1.1996,                 1.2533,                 1.1952,                0.85876,                0.73873,                0.81607,                0.56111,                 1.2251,                 1.2486,                 1.2817,                0.00197,                0.00197,                0.00197
                    367,                 1.2087,                 1.2664,                 1.2084,                0.85722,                0.74208,                0.81656,                0.56099,                  1.225,                 1.2474,                 1.2821,               0.001948,               0.001948,               0.001948
                    368,                 1.2036,                 1.2593,                 1.2006,                0.86287,                0.73859,                0.81635,                0.56097,                 1.2246,                 1.2474,                 1.2823,               0.001926,               0.001926,               0.001926
                    369,                 1.2127,                 1.2676,                 1.2025,                0.86111,                0.74031,                0.81675,                0.56129,                  1.224,                 1.2481,                 1.2821,               0.001904,               0.001904,               0.001904
                    370,                 1.2052,                  1.232,                 1.1968,                0.86257,                0.74041,                0.81643,                0.56119,                 1.2243,                 1.2471,                 1.2822,               0.001882,               0.001882,               0.001882
                    371,                 1.2082,                 1.2483,                 1.1973,                0.86038,                0.74165,                0.81643,                0.56132,                 1.2241,                 1.2469,                  1.282,                0.00186,                0.00186,                0.00186
                    372,                 1.2011,                 1.2385,                 1.1955,                0.85725,                0.74404,                0.81644,                0.56205,                 1.2242,                 1.2461,                 1.2822,               0.001838,               0.001838,               0.001838
                    373,                 1.2126,                 1.2531,                 1.2007,                0.85944,                0.74527,                0.81708,                 0.5619,                 1.2241,                 1.2453,                 1.2825,               0.001816,               0.001816,               0.001816
                    374,                 1.2084,                 1.2553,                 1.2047,                0.85703,                0.74659,                0.81704,                0.56158,                 1.2249,                 1.2448,                 1.2829,               0.001794,               0.001794,               0.001794
                    375,                 1.2099,                  1.249,                 1.1938,                0.85721,                0.74629,                0.81704,                0.56109,                  1.225,                 1.2457,                 1.2832,               0.001772,               0.001772,               0.001772
                    376,                    1.2,                 1.2525,                 1.1995,                0.85791,                0.74602,                0.81697,                 0.5618,                 1.2252,                 1.2459,                 1.2834,                0.00175,                0.00175,                0.00175
                    377,                 1.1996,                 1.2267,                 1.1917,                0.85871,                 0.7464,                0.81691,                0.56214,                 1.2253,                 1.2455,                 1.2837,               0.001728,               0.001728,               0.001728
                    378,                 1.2094,                 1.2544,                 1.1989,                0.85617,                0.74782,                0.81711,                0.56276,                 1.2244,                 1.2453,                 1.2833,               0.001706,               0.001706,               0.001706
                    379,                 1.1989,                 1.2369,                  1.196,                0.85922,                0.74716,                0.81735,                 0.5621,                 1.2243,                 1.2448,                 1.2832,               0.001684,               0.001684,               0.001684
                    380,                 1.1955,                 1.2349,                 1.1936,                0.85808,                0.74621,                0.81722,                0.56216,                 1.2239,                 1.2457,                 1.2831,               0.001662,               0.001662,               0.001662
                    381,                  1.201,                  1.242,                 1.2015,                0.85453,                0.74956,                0.81731,                0.56292,                 1.2238,                 1.2446,                 1.2831,                0.00164,                0.00164,                0.00164
                    382,                 1.1992,                 1.2428,                 1.1946,                0.85164,                0.75286,                0.81772,                0.56248,                 1.2233,                 1.2439,                 1.2826,               0.001618,               0.001618,               0.001618
                    383,                 1.2125,                 1.2736,                 1.2017,                0.85016,                0.75413,                0.81784,                0.56299,                 1.2229,                 1.2435,                 1.2824,               0.001596,               0.001596,               0.001596
                    384,                 1.1946,                 1.2238,                 1.1871,                0.84897,                0.75421,                0.81772,                0.56296,                 1.2223,                  1.243,                 1.2819,               0.001574,               0.001574,               0.001574
                    385,                 1.2028,                 1.2469,                 1.1975,                0.85001,                0.75301,                0.81802,                0.56274,                 1.2225,                 1.2437,                 1.2819,               0.001552,               0.001552,               0.001552
                    386,                    1.2,                 1.2526,                 1.1909,                0.85106,                0.75523,                0.81826,                0.56269,                 1.2228,                 1.2436,                  1.282,                0.00153,                0.00153,                0.00153
                    387,                 1.2066,                 1.2604,                 1.1995,                0.85183,                0.75392,                0.81821,                 0.5636,                 1.2232,                 1.2447,                 1.2824,               0.001508,               0.001508,               0.001508
                    388,                 1.2014,                  1.248,                 1.1925,                0.85038,                 0.7546,                0.81806,                 0.5634,                 1.2229,                 1.2443,                 1.2821,               0.001486,               0.001486,               0.001486
                    389,                  1.186,                  1.218,                 1.1929,                0.84965,                0.75323,                0.81776,                0.56324,                 1.2231,                 1.2444,                 1.2819,               0.001464,               0.001464,               0.001464
                    390,                 1.1947,                 1.2437,                 1.1948,                0.85301,                0.75054,                0.81809,                0.56387,                  1.223,                 1.2437,                 1.2821,               0.001442,               0.001442,               0.001442
                    391,                 1.2049,                  1.249,                 1.1972,                0.85108,                0.75189,                0.81824,                0.56405,                 1.2223,                 1.2431,                 1.2818,                0.00142,                0.00142,                0.00142
                    392,                 1.1991,                 1.2468,                 1.1947,                 0.8484,                0.75438,                0.81799,                0.56411,                 1.2224,                 1.2425,                 1.2821,               0.001398,               0.001398,               0.001398
                    393,                 1.1889,                 1.2292,                 1.1925,                0.84425,                0.75699,                0.81814,                0.56379,                  1.222,                 1.2418,                 1.2818,               0.001376,               0.001376,               0.001376
                    394,                 1.1973,                  1.245,                 1.1951,                0.84348,                0.75677,                 0.8181,                0.56357,                 1.2215,                 1.2411,                 1.2817,               0.001354,               0.001354,               0.001354
                    395,                 1.1883,                 1.2229,                  1.188,                0.84163,                0.75713,                0.81794,                0.56315,                 1.2212,                 1.2409,                 1.2815,               0.001332,               0.001332,               0.001332
                    396,                 1.2046,                 1.2524,                 1.1971,                0.84026,                0.75695,                 0.8177,                0.56293,                 1.2215,                 1.2419,                 1.2819,                0.00131,                0.00131,                0.00131
                    397,                 1.1971,                 1.2236,                 1.1882,                0.83818,                0.75942,                0.81775,                0.56295,                 1.2211,                 1.2416,                 1.2814,               0.001288,               0.001288,               0.001288
                    398,                 1.2045,                 1.2498,                 1.1991,                0.84262,                0.75794,                0.81797,                 0.5628,                 1.2216,                 1.2417,                 1.2817,               0.001266,               0.001266,               0.001266
                    399,                 1.2006,                 1.2337,                  1.193,                0.84548,                0.75458,                 0.8181,                0.56292,                 1.2217,                 1.2412,                 1.2818,               0.001244,               0.001244,               0.001244
                    400,                 1.1911,                 1.2199,                 1.1858,                0.84378,                0.75539,                0.81809,                0.56295,                 1.2217,                 1.2418,                  1.282,               0.001222,               0.001222,               0.001222
                    401,                 1.1948,                 1.2267,                 1.1905,                0.85427,                 0.7496,                0.81767,                0.56273,                 1.2215,                 1.2422,                 1.2822,                 0.0012,                 0.0012,                 0.0012
                    402,                 1.1984,                 1.2384,                 1.1959,                0.85246,                0.75008,                0.81752,                0.56345,                 1.2217,                 1.2424,                 1.2824,               0.001178,               0.001178,               0.001178
                    403,                 1.1945,                 1.2224,                 1.1921,                0.84969,                0.75098,                0.81773,                0.56382,                  1.222,                 1.2427,                 1.2828,               0.001156,               0.001156,               0.001156
                    404,                 1.1862,                 1.2149,                 1.1862,                0.84975,                0.75113,                0.81803,                0.56445,                 1.2219,                 1.2416,                 1.2829,               0.001134,               0.001134,               0.001134
                    405,                 1.1967,                 1.2394,                 1.1962,                0.85195,                0.75002,                0.81814,                 0.5643,                 1.2219,                 1.2411,                 1.2829,               0.001112,               0.001112,               0.001112
                    406,                 1.1967,                 1.2363,                 1.1888,                0.85479,                0.74882,                0.81828,                0.56461,                 1.2218,                 1.2406,                 1.2828,                0.00109,                0.00109,                0.00109
                    407,                 1.1952,                 1.2236,                 1.1911,                0.85541,                0.74876,                0.81854,                0.56476,                 1.2219,                 1.2401,                 1.2828,               0.001068,               0.001068,               0.001068
                    408,                 1.1909,                 1.2214,                 1.1931,                0.85554,                0.74784,                0.81814,                0.56474,                  1.222,                   1.24,                 1.2829,               0.001046,               0.001046,               0.001046
                    409,                 1.1766,                 1.2119,                 1.1816,                0.85804,                0.74743,                0.81847,                0.56501,                  1.222,                 1.2399,                  1.283,               0.001024,               0.001024,               0.001024
                    410,                 1.1943,                 1.2214,                 1.1876,                0.85896,                0.74799,                 0.8184,                0.56541,                 1.2221,                 1.2401,                 1.2833,               0.001002,               0.001002,               0.001002
                    411,                  1.174,                 1.2097,                 1.1859,                0.86007,                 0.7481,                0.81891,                0.56526,                 1.2219,                 1.2395,                 1.2831,                0.00098,                0.00098,                0.00098
                    412,                 1.1835,                 1.2025,                  1.184,                0.85877,                0.74799,                0.81851,                0.56489,                 1.2217,                 1.2395,                 1.2832,               0.000958,               0.000958,               0.000958
                    413,                 1.1976,                 1.2361,                 1.1874,                0.85784,                0.74885,                 0.8184,                0.56466,                 1.2221,                 1.2396,                 1.2835,               0.000936,               0.000936,               0.000936
                    414,                 1.1846,                 1.2231,                 1.1866,                0.85699,                0.74976,                0.81843,                0.56474,                 1.2219,                 1.2395,                 1.2835,               0.000914,               0.000914,               0.000914
                    415,                 1.1829,                 1.2083,                 1.1828,                0.85779,                0.74877,                 0.8182,                0.56435,                  1.222,                 1.2392,                 1.2835,               0.000892,               0.000892,               0.000892
                    416,                  1.192,                 1.2266,                 1.1917,                0.85822,                0.74837,                0.81829,                0.56431,                 1.2221,                 1.2391,                 1.2836,                0.00087,                0.00087,                0.00087
                    417,                 1.1816,                 1.2001,                 1.1858,                0.85717,                 0.7483,                0.81806,                0.56458,                 1.2221,                 1.2391,                 1.2838,               0.000848,               0.000848,               0.000848
                    418,                 1.1931,                 1.2332,                 1.1854,                 0.8555,                0.74958,                0.81813,                0.56418,                 1.2222,                 1.2394,                 1.2837,               0.000826,               0.000826,               0.000826
                    419,                 1.1774,                 1.2052,                  1.186,                0.85354,                 0.7499,                0.81852,                 0.5647,                 1.2223,                 1.2402,                 1.2838,               0.000804,               0.000804,               0.000804
                    420,                 1.1842,                 1.2189,                 1.1892,                0.85448,                0.74908,                0.81834,                0.56457,                 1.2222,                 1.2405,                 1.2837,               0.000782,               0.000782,               0.000782
                    421,                   1.17,                 1.2001,                  1.176,                0.85452,                0.74982,                0.81842,                0.56473,                 1.2216,                 1.2402,                 1.2836,                0.00076,                0.00076,                0.00076
                    422,                 1.1857,                 1.2108,                 1.1853,                0.84792,                0.75257,                0.81825,                0.56467,                  1.222,                 1.2403,                 1.2839,               0.000738,               0.000738,               0.000738
                    423,                 1.1733,                 1.1922,                  1.182,                0.84743,                0.75337,                0.81851,                0.56514,                 1.2217,                 1.2404,                 1.2839,               0.000716,               0.000716,               0.000716
                    424,                 1.1819,                  1.212,                 1.1822,                0.84819,                0.75296,                0.81845,                0.56481,                 1.2217,                 1.2402,                 1.2841,               0.000694,               0.000694,               0.000694
                    425,                 1.1868,                 1.2319,                 1.1881,                0.84952,                0.75276,                0.81822,                0.56462,                 1.2218,                   1.24,                 1.2842,               0.000672,               0.000672,               0.000672
                    426,                 1.1885,                 1.2213,                 1.1838,                0.84728,                0.75374,                0.81821,                0.56473,                 1.2217,                 1.2404,                 1.2839,                0.00065,                0.00065,                0.00065
                    427,                 1.1759,                 1.2058,                  1.186,                0.84694,                0.75435,                0.81839,                0.56518,                  1.222,                 1.2403,                 1.2841,               0.000628,               0.000628,               0.000628
                    428,                 1.1839,                 1.2175,                  1.186,                0.84888,                0.75377,                0.81859,                0.56541,                 1.2219,                 1.2398,                  1.284,               0.000606,               0.000606,               0.000606
                    429,                 1.1794,                 1.2016,                 1.1779,                0.84751,                0.75472,                0.81857,                0.56551,                 1.2219,                   1.24,                  1.284,               0.000584,               0.000584,               0.000584
                    430,                 1.1926,                 1.2168,                 1.1866,                0.84798,                0.75528,                0.81871,                0.56537,                 1.2216,                   1.24,                 1.2839,               0.000562,               0.000562,               0.000562
                    431,                 1.1792,                 1.2103,                 1.1826,                0.84846,                0.75505,                0.81875,                0.56529,                 1.2218,                 1.2405,                 1.2842,                0.00054,                0.00054,                0.00054
                    432,                 1.1808,                 1.2211,                  1.183,                0.84653,                0.75554,                0.81867,                0.56559,                 1.2219,                 1.2404,                 1.2842,               0.000518,               0.000518,               0.000518
                    433,                  1.184,                 1.2093,                 1.1835,                0.84332,                0.75901,                 0.8186,                0.56546,                 1.2221,                   1.24,                 1.2844,               0.000496,               0.000496,               0.000496
                    434,                 1.1862,                 1.2255,                 1.1859,                 0.8405,                 0.7598,                0.81876,                0.56531,                 1.2219,                 1.2399,                 1.2844,               0.000474,               0.000474,               0.000474
                    435,                 1.1737,                 1.2047,                 1.1773,                0.84016,                0.76028,                 0.8188,                0.56508,                  1.222,                 1.2398,                 1.2844,               0.000452,               0.000452,               0.000452
                    436,                  1.176,                 1.2106,                 1.1841,                0.83902,                0.76128,                  0.819,                 0.5652,                 1.2217,                 1.2392,                 1.2844,                0.00043,                0.00043,                0.00043
                    437,                 1.1814,                 1.2008,                 1.1823,                0.84068,                0.75994,                0.81868,                0.56538,                 1.2217,                 1.2392,                 1.2845,               0.000408,               0.000408,               0.000408
                    438,                 1.1778,                 1.1983,                 1.1792,                0.84342,                0.75989,                0.81892,                 0.5654,                 1.2218,                 1.2394,                 1.2846,               0.000386,               0.000386,               0.000386
                    439,                 1.1719,                 1.1875,                 1.1818,                0.84188,                0.76005,                 0.8188,                0.56533,                 1.2218,                   1.24,                 1.2847,               0.000364,               0.000364,               0.000364
                    440,                 1.1717,                 1.2072,                  1.181,                0.84072,                0.76043,                0.81903,                0.56527,                 1.2218,                   1.24,                 1.2848,               0.000342,               0.000342,               0.000342
                    441,                 1.1183,                  1.092,                 1.1813,                 0.8416,                0.76022,                0.81913,                0.56519,                 1.2216,                 1.2398,                 1.2846,                0.00032,                0.00032,                0.00032
                    442,                 1.1151,                 1.0792,                 1.1768,                0.84109,                0.75997,                0.81903,                0.56516,                 1.2217,                 1.2406,                  1.285,               0.000298,               0.000298,               0.000298
                    443,                 1.1152,                 1.0711,                 1.1787,                0.84209,                0.75999,                0.81932,                 0.5645,                 1.2219,                 1.2409,                 1.2852,               0.000276,               0.000276,               0.000276
                    444,                 1.1206,                 1.0844,                 1.1826,                0.84183,                0.76065,                 0.8195,                0.56455,                 1.2221,                 1.2413,                 1.2855,               0.000254,               0.000254,               0.000254
                    445,                 1.1116,                 1.0726,                 1.1812,                0.84034,                0.76101,                0.81915,                0.56426,                 1.2219,                 1.2407,                 1.2854,               0.000232,               0.000232,               0.000232
                    446,                 1.1168,                 1.0822,                 1.1753,                0.83854,                0.76177,                0.81888,                0.56403,                 1.2221,                  1.241,                 1.2856,                0.00021,                0.00021,                0.00021
                    447,                 1.1122,                 1.0757,                 1.1762,                0.83992,                0.76144,                0.81884,                0.56403,                 1.2222,                 1.2411,                 1.2857,               0.000188,               0.000188,               0.000188
                    448,                 1.1143,                 1.0815,                 1.1818,                0.84237,                0.76171,                0.81875,                0.56437,                 1.2221,                 1.2414,                 1.2857,               0.000166,               0.000166,               0.000166
                    449,                 1.1144,                 1.0768,                 1.1796,                0.84225,                0.76138,                0.81875,                0.56417,                  1.222,                 1.2415,                 1.2857,               0.000144,               0.000144,               0.000144
                    450,                   1.11,                 1.0703,                  1.177,                0.84632,                0.75843,                0.81846,                0.56427,                 1.2223,                 1.2413,                 1.2857,               0.000122,               0.000122,               0.000122
